Category,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Copper_g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Panto_Acid_g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Folate_DFE_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_D_g,Vit_K_(g),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(g),Vit_A_(g)
SYRUPS,30.1,273,0,0.03,0.485,69.56,0,53.505,0.0105,8.00E-05,0.003,0.01,0.036,0.0765,2.25E-04,3.70E-05,1.00E-04,7.00E-07,0,1.10E-05,1.70E-05,2.00E-05,1.10E-05,1.00E-06,0,0,0,0,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.G.I. FRIDAY'S,42.23,302,15.82,18.76,2.85,17.72,1,0.4,0.027,7.70E-04,0.028,0.24,0.3,0.738,6.50E-04,7.10E-05,2.36E-04,2.54E-05,0.0011,9.10E-05,1.83E-04,0.002797,5.97E-04,2.82E-04,0,0,0,0,0,1.75E-07,7.00E-06,0,4.00E-06,5.00E-07,0,5.15E-05,0.0012,0,3.43E-05,3.501,4.383,7.473,0.044,7.50E-06
TACO BELL,58.42,206,8.86,9.17,1.99,20.32,3,1.63,0.095,0.00167,0.027,0.163,0.228,0.534,0.00105,1.04E-04,2.56E-04,1.01E-05,2.00E-04,1.74E-04,1.33E-04,0.00209,2.95E-04,1.01E-04,4.30E-05,2.30E-05,1.70E-05,6.40E-05,0,3.30E-07,3.60E-05,0,4.30E-05,0,1.60E-04,4.60E-05,4.30E-04,0,7.50E-06,2.674,3.243,1.607,0.021,2.16E-05
TACO SHELLS,6.2,472,6.805,22.195,1.85,62.945,7.1,1.5,0.13,0.00207,0.094,0.2405,0.205,0.1695,0.001505,1.17E-04,4.98E-04,4.80E-06,0,2.22E-04,6.65E-05,0.0016085,4.70E-04,2.50E-04,8.70E-05,6.15E-05,2.60E-05,1.30E-04,0.0299,0,0,3.00E-06,3.00E-06,1.30E-05,3.00E-06,1.06E-04,6.90E-04,0,8.60E-06,5.175,7.9345,6.9945,0,2.55E-06
TAMALES,62.39,168,13.19,4.7,1.45,18.28,3.3,1.57,0.018,6.60E-04,0.035,0.141,0.25,0.298,0.00127,8.70E-05,1.60E-04,3.26E-05,0,1.67E-04,7.00E-05,0.002823,8.20E-04,2.62E-04,0,0,0,0,0,2.20E-07,5.00E-06,1.70E-05,7.40E-04,3.42E-04,0,6.16E-04,0.00111,0,3.20E-06,1.383,1.649,1.009,0.027,4.64E-04
TAMARIND NECTAR,84.97,57,0.09,0.12,0.09,14.73,0.5,12.7,0.01,7.50E-04,0.004,0.002,0.027,0.007,2.00E-05,1.40E-05,2.00E-05,0,0.0071,3.00E-06,3.00E-06,7.00E-05,3.70E-05,7.00E-06,1.00E-06,0,1.00E-06,1.00E-06,0.0013,0,0,0,0,0,0,0,1.20E-04,0,1.00E-07,0,0,0,0,0
TAMARINDS,31.4,239,2.8,0.6,2.7,62.5,5.1,38.8,0.074,0.0028,0.092,0.113,0.628,0.028,1.00E-04,8.60E-05,0,1.30E-06,0.0035,4.28E-04,1.52E-04,0.001938,1.43E-04,6.60E-05,1.40E-05,0,1.40E-05,1.40E-05,0.0086,0,0,0,1.80E-05,0,0,0,1.00E-04,0,2.80E-06,0.272,0.181,0.059,0,9.00E-06
TANGERINE JUC,87,50,0.5,0.2,0.3,12,0.2,11.8,0.018,2.00E-04,0.008,0.014,0.178,0.001,3.00E-05,2.50E-05,3.70E-05,1.00E-07,0.022,6.00E-05,2.00E-05,1.00E-04,1.25E-04,3.20E-05,5.00E-06,0,5.00E-06,5.00E-06,0.006,0,0,1.40E-05,3.80E-05,2.14E-04,0,1.66E-04,1.50E-04,0,0,0.013,0.018,0.025,0,7.59E-05
TANGERINE JUICE,88.9,43,0.5,0.2,0.3,10.1,0.2,9.9,0.018,2.00E-04,0.008,0.014,0.178,0.001,3.00E-05,2.50E-05,3.70E-05,1.00E-07,0.031,6.00E-05,2.00E-05,1.00E-04,1.25E-04,4.20E-05,5.00E-06,0,5.00E-06,5.00E-06,0.0062,0,0,1.40E-05,3.80E-05,2.14E-04,0,1.66E-04,1.30E-04,0,0,0.024,0.036,0.04,0,7.59E-05
TANGERINES,87.34,45.5,0.685,0.07,0.285,11.455,0.95,9.725,0.0115,2.70E-04,0.011,0.0105,0.1345,0.005,3.75E-04,4.15E-05,3.20E-05,4.00E-07,0.0303,7.00E-05,3.35E-05,4.45E-04,1.25E-04,4.25E-05,5.00E-06,0,5.00E-06,5.00E-06,0.0079,0,0,1.32E-04,1.92E-04,4.99E-04,0,1.63E-04,1.25E-04,0,0,0.008,0.0125,0.0135,0,2.54E-04
TAPIOCA,10.99,358,0.19,0.02,0.11,88.69,0.9,3.35,0.02,0.00158,0.001,0.007,0.011,0.001,1.20E-04,2.00E-05,1.10E-04,8.00E-07,0,4.00E-06,0,0,1.35E-04,8.00E-06,4.00E-06,0,4.00E-06,4.00E-06,0.0012,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.003,0,0
TAQUITOS,42.595,285.5,9.305,12.665,1.885,33.545,2.85,1.48,0.1005,0.00257,0.024,0.1345,0.1645,0.4545,8.80E-04,1.01E-04,3.75E-04,1.61E-05,0,3.31E-04,2.93E-04,0.0036935,4.12E-04,1.60E-04,6.80E-05,5.35E-05,1.40E-05,1.06E-04,0.0174,2.30E-07,2.40E-05,1.00E-06,8.30E-05,3.10E-05,2.73E-04,1.15E-04,0.00119,5.00E-08,1.95E-05,2.4655,4.981,4.211,0.012,7.35E-05
TARO,86.46,44,2.11,0.305,1.085,6.88,4.6,0.49,0.0645,9.50E-04,0.0315,0.067,0.5375,0.146,2.20E-04,1.17E-04,2.70E-04,8.50E-07,0.0272,7.85E-05,1.26E-04,5.55E-04,1.26E-04,1.17E-04,1.40E-05,0,1.40E-05,1.40E-05,0.0213,0,0,0,3.90E-05,2.20E-05,0,0,0.00293,0,1.20E-06,0.062,0.0245,0.1255,0,2.77E-04
TARO LEAVES,88.905,33,3.85,0.575,1.31,5.36,2.85,3.01,0.0965,0.001715,0.0325,0.0435,0.554,0.0025,3.10E-04,2.05E-04,5.43E-04,9.00E-07,0.04375,1.74E-04,4.18E-04,0.00139,6.40E-05,1.09E-04,8.70E-05,0,8.70E-05,8.70E-05,0.0169,0,0,0,0.002895,0,0,0.001932,0.00202,0,1.09E-04,0.117,0.0465,0.2375,0,0.00135945
TARO SHOOTS,95.56,12.5,0.825,0.085,0.775,2.76,0,0,0.013,5.05E-04,0.008,0.027,0.338,0.0015,5.25E-04,9.10E-05,1.26E-04,9.50E-07,0.01995,3.90E-05,5.15E-05,8.05E-04,7.55E-05,1.12E-04,3.00E-06,0,3.00E-06,3.00E-06,0,0,0,0,0,0,0,0,0,0,0,0.017,0.0065,0.035,0,1.51E-05
TEA,99.67,1.5,0.06,0.1,0.115,0.1,0,0,0.0035,5.50E-05,5.00E-04,0,0.0265,0.0795,4.50E-05,1.35E-05,2.20E-05,0,3.00E-04,1.00E-05,0,0,1.00E-05,0,1.00E-06,0,1.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEFF,41.875,234,8.585,1.515,1.53,46.495,5.4,1.84,0.1145,0.00484,0.117,0.2745,0.267,0.01,0.00237,5.18E-04,0.00605,4.40E-06,0,2.86E-04,1.52E-04,0.002136,9.42E-04,2.90E-04,1.80E-05,0,1.80E-05,1.80E-05,0.0131,0,0,0,5.00E-06,0,0,6.60E-05,8.00E-05,0,1.90E-06,0.449,0.589,1.071,0,1.65E-06
TEMPEH,59.56,195,19.91,11.38,1.53,7.62,0,0,0.096,0.00213,0.077,0.253,0.401,0.014,0.00157,5.40E-04,0.001285,0,0,5.40E-05,3.57E-04,0.002135,4.53E-04,1.99E-04,2.10E-05,0,2.10E-05,2.10E-05,0,1.40E-07,0,0,0,0,0,0,0,0,0,3.4,3.745,2.638,0,0
TENNIS BREAD,33.77,258,9,1.05,2.92,53.26,2.6,3.01,0.067,0.0034,0.028,0.16,0.1,0.81,5.30E-04,3.00E-05,4.80E-04,1.55E-05,0,6.90E-04,2.91E-04,0.00341,3.90E-04,5.90E-05,1.62E-04,1.28E-04,3.40E-05,2.52E-04,0,0,0,0,0,0,0,0,7.00E-05,0,2.00E-07,0.27,0.12,0.59,0,0
THURINGER,45.18,362,17.45,30.43,3.63,3.33,0,0.85,0.009,0.00204,0.014,0.111,0.26,1.3,0.00256,1.50E-04,0,2.03E-05,0.0166,1.50E-04,3.30E-04,0.00431,0,2.60E-04,2.00E-06,0,2.00E-06,2.00E-06,0.0789,5.50E-06,0,0,0,0,0,0,2.20E-04,1.10E-06,1.30E-06,11.51,12.97,1.2,0.074,0
THYME,65.11,101,5.56,1.68,3.2,24.45,14,0,0.405,0.01745,0.16,0.106,0.609,0.009,0.00181,5.55E-04,0.001719,0,0.1601,4.80E-05,4.71E-04,0.001824,4.09E-04,3.48E-04,4.50E-05,0,4.50E-05,4.50E-05,0,0,0,0,0.002851,0,0,0,0,0,0,0.467,0.081,0.532,0,0.0014253
TILEFISH,74.57,121.5,20.995,3.5,1.25,0,0,0,0.026,2.80E-04,0.0305,0.2115,0.4725,0.056,4.50E-04,4.65E-05,1.25E-05,4.40E-05,0,1.30E-04,1.75E-04,0.0032,8.10E-04,2.80E-04,1.60E-05,0,1.60E-05,1.60E-05,0,2.35E-06,1.95E-05,0,0,0,0,0,0,0,0,0.6545,0.9515,0.9225,0.057,1.94E-05
TKY,71.16,128,6.97,3.89,1.66,16.32,1.3,4.82,0.027,7.90E-04,0.018,0.106,0.23,0.326,4.80E-04,5.60E-05,1.57E-04,7.90E-06,8.00E-04,1.38E-04,2.52E-04,0.003057,2.33E-04,1.77E-04,2.40E-05,7.00E-06,1.60E-05,2.90E-05,0.0171,3.30E-07,3.40E-05,0,1.24E-04,0,0,3.27E-04,2.40E-04,1.00E-07,1.15E-05,0.877,1.235,1.087,0.014,9.57E-05
TOASTER PASTRIES,12.5,391.5,4.4,10.1,1.195,71.36,1.3,31.45,0.024,0.0035,0.015,0.0775,0.095,0.3385,4.50E-04,8.90E-05,3.24E-04,3.40E-06,0,2.95E-04,3.30E-04,0.0038,0,4.00E-04,8.50E-05,6.35E-05,8.00E-05,1.45E-04,0.0084,0,2.02E-04,1.50E-06,1.50E-06,1.50E-06,0,5.20E-05,7.40E-04,0,1.74E-05,2.9,5.9,3.235,0,2.89E-04
TODDL FORM,3,501,13,26.9,2,56,0,53,0.6,0.009,0.04,0.42,0.65,0.21,0.0045,4.50E-04,0,1.40E-05,0.045,5.00E-04,7.50E-04,0.0053,0,3.00E-04,8.10E-05,8.10E-05,0,1.38E-04,0.121,1.52E-06,4.56E-04,0,0,0,0,0,0.0045,7.50E-06,0,11.45,10.03,5.445,0.007,4.56E-04
TODDLER FORMULA,87.5,64,1.78,3.63,0.5,7.18,0,7.18,0.133,0.00137,0.005,0.089,0.089,0.025,6.80E-04,5.10E-05,0,1.90E-06,0.0082,5.50E-05,9.60E-05,6.84E-04,0,4.10E-05,1.10E-05,1.10E-05,0,1.90E-05,0.008,2.10E-07,5.80E-05,0,0,0,0,0,8.70E-04,1.00E-06,5.50E-06,1.55,1.38,0.73,0.001,5.79E-05
TOFU,70.01,130,11.33,8.36,1.51,4.385,1.1,0.7,0.357,0.002705,0.0555,0.1555,0.1255,0.01,0.001565,3.76E-04,0.001174,1.73E-05,2.00E-04,1.57E-04,7.00E-05,3.79E-04,1.33E-04,9.10E-05,2.80E-05,0,2.80E-05,2.80E-05,0.0288,0,0,0,2.00E-06,0,0,0,1.00E-05,0,2.40E-06,1.209,1.846,4.7185,0,0
TOMATILLOS,91.63,32,0.96,1.02,0.55,5.84,1.9,3.93,0.007,6.20E-04,0.02,0.039,0.268,0.001,2.20E-04,7.90E-05,1.53E-04,5.00E-07,0.0117,4.40E-05,3.50E-05,0.00185,1.50E-04,5.60E-05,7.00E-06,0,7.00E-06,7.00E-06,0.0076,0,0,1.00E-05,6.30E-05,0,0,4.67E-04,3.80E-04,0,1.01E-05,0.139,0.155,0.417,0,3.42E-05
TOMATO JUC,94.24,17,0.85,0.29,1.09,3.53,0.4,2.58,0.01,3.90E-04,0.011,0.019,0.217,0.1315,1.10E-04,4.20E-05,6.80E-05,5.00E-07,0.0701,1.00E-04,7.80E-05,6.73E-04,0,7.00E-05,2.00E-05,0,2.00E-05,2.00E-05,0.0068,0,0,0,2.70E-04,0,0.009037,6.00E-05,3.20E-04,0,2.30E-06,0.019,0.005,0.027,0,1.35E-04
TOMATO PRODUCTS,87.925,38,1.505,0.285,2,8.875,1.65,5.3,0.017,9.45E-04,0.0195,0.04,0.389,0.41,3.10E-04,1.90E-04,2.02E-04,6.50E-07,0.0115,6.95E-05,1.03E-04,0.0012535,2.95E-04,1.44E-04,1.10E-05,0,1.10E-05,1.10E-05,0.0176,0,0,0,3.95E-04,1.50E-06,0.020348,1.20E-05,0.001945,0,3.55E-06,0.0395,0.0425,0.1145,0,2.49E-04
TOMATO SAU,91.28,24,1.2,0.3,1.92,5.31,1.5,3.56,0.014,9.60E-04,0.015,0.027,0.297,0.011,2.20E-04,1.15E-04,1.13E-04,6.00E-07,0.007,2.40E-05,6.50E-05,9.91E-04,3.09E-04,9.80E-05,9.00E-06,0,9.00E-06,9.00E-06,0.0099,0,0,0,2.59E-04,3.00E-06,0.013895,2.40E-05,0.00144,0,2.80E-06,0.041,0.044,0.121,0,1.31E-04
TOMATO&VEG JUC,93.5,22,0.6,0.1,1.21,4.59,0.8,3.28,0.011,4.20E-04,0.011,0.017,0.193,0.058,2.00E-04,2.00E-04,0,5.00E-07,0.0277,4.00E-05,3.00E-05,7.30E-04,0,1.40E-04,2.10E-05,0,2.10E-05,2.10E-05,0.0072,0,0,2.10E-04,8.30E-04,0,0.00966,8.00E-05,3.20E-04,0,5.30E-06,0.014,0.016,0.042,0,4.67E-04
TOMATOES,94.285,18,0.965,0.225,0.74,4.01,1.2,2.63,0.023,6.25E-04,0.011,0.028,0.218,0.111,1.55E-04,9.00E-05,1.10E-04,6.00E-07,0.01485,5.30E-05,4.35E-05,7.12E-04,1.39E-04,8.35E-05,1.30E-05,0,1.30E-05,1.30E-05,0.0078,0,0,0,2.93E-04,0,0.003041,9.40E-05,5.60E-04,0,2.90E-06,0.031,0.0355,0.092,0,1.47E-04
TOPPING,0.25,609,2.94,44.1,2.64,50.07,2.9,47.06,0,0,0.015,0.054,0.073,0.029,4.50E-04,1.33E-04,1.48E-04,1.00E-06,0,1.60E-05,5.80E-05,1.05E-04,7.70E-05,1.30E-05,6.00E-06,0,6.00E-06,6.00E-06,0.0094,8.00E-08,6.00E-06,0,1.00E-06,0,0,1.00E-06,0.00985,0,1.80E-06,20.59,6.156,15.094,0.002,6.30E-06
TOPPINGS,33,254,0.8,0.1,0.4,66.3,0.4,36.72,0.006,2.20E-04,0.005,0.008,0.051,0.042,5.00E-05,5.20E-05,7.00E-05,1.30E-06,5.00E-04,1.10E-05,1.80E-05,1.01E-04,1.20E-05,1.20E-05,2.00E-06,0,2.00E-06,2.00E-06,0.0066,0,0,0,4.00E-06,0,0,0,5.00E-05,0,2.00E-07,0.018,0.032,0.05,0,5.10E-06
TORTELLINI,30.5,307,13.5,7.23,1.77,47,1.9,0.95,0.152,0.0015,0.021,0.212,0.089,0.406,0.00102,8.00E-05,0,2.39E-05,0,3.13E-04,3.10E-04,0.002696,0,4.30E-05,7.40E-05,6.20E-05,1.20E-05,1.17E-04,0.0054,1.60E-07,3.70E-05,0,1.10E-05,1.00E-06,0,3.20E-05,1.60E-04,0,1.30E-06,3.6,2.066,0.461,0.042,4.29E-05
TORTILLA,34.925,256.5,7.555,1.175,2.315,54.03,2.9,2.86,0.122,0.00335,0.0255,0.2425,0.1185,0.5725,5.00E-04,1.14E-04,4.36E-04,1.27E-05,0,3.79E-04,1.42E-04,0.0040275,3.95E-04,8.55E-05,9.80E-05,8.70E-05,1.10E-05,1.59E-04,0,0,0,0,1.00E-06,0,0,1.00E-05,1.80E-04,0,4.00E-07,0.2915,0.207,0.54,0,6.00E-07
Tortilla chips,1.94,497,6.62,22.33,1.73,67.38,4.7,1.21,0.104,0.00132,0.084,0.234,0.206,0.31,0.00146,1.05E-04,3.57E-04,8.40E-06,0,1.30E-04,4.30E-05,0.001498,4.11E-04,2.02E-04,2.20E-05,0,2.20E-05,2.20E-05,0.0191,0,0,5.60E-05,3.90E-05,5.70E-05,0,0.001198,0.00297,0,6.00E-07,2.776,8.584,9.179,0,4.74E-05
TORTILLA CHIPS,1.7,444,9.45,13.19,1.595,73.89,5.3,0.78,0.157,0.0016,0.0925,0.2785,0.2445,0.4225,0.00121,1.10E-04,4.15E-04,1.12E-05,2.00E-04,2.20E-04,2.42E-04,6.29E-04,2.94E-04,1.80E-04,1.60E-05,0,1.60E-05,1.60E-05,0.0219,0,0,2.40E-05,3.70E-05,1.00E-06,0,5.07E-04,0.00353,0,2.09E-05,1.8305,3.662,3.115,0,2.79E-05
TORTILLAS,32.205,301.5,8.105,7.34,2.125,47.935,4.35,2.55,0.1545,0.002965,0.0455,0.2635,0.1435,0.495,8.25E-04,1.54E-04,4.62E-04,2.23E-05,0,4.95E-04,2.03E-04,0.0038815,2.83E-04,1.39E-04,1.16E-04,8.90E-05,1.50E-05,1.66E-04,0.0106,0,0,0,5.00E-07,0,0,1.05E-05,5.70E-04,0,4.35E-06,1.485,2.4065,1.2705,0,0
TOSTADA SHELLS,3.32,474,6.15,23.38,2.72,64.43,5.8,0,0.076,0.00153,0.076,0.203,0.237,0.657,0.00123,1.48E-04,3.63E-04,2.20E-06,0,3.53E-04,9.40E-05,0.001553,1.91E-04,3.63E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.011,7.217,8.285,0,0
TRAIL MIX,9,462,13.8,29.4,2.3,44.9,5,23.88,0.078,0.00305,0.158,0.345,0.685,0.095,0.00314,8.44E-04,0.001034,1.54E-05,0.0014,4.50E-04,1.98E-04,0.004405,9.64E-04,2.98E-04,6.50E-05,0,6.50E-05,6.50E-05,0.0307,0,0,0,6.00E-06,0,0,6.00E-06,0.0084,0,6.50E-06,6.09,12.53,9.65,0,5.40E-06
TREE FERN,88.6,40,0.29,0.07,0.16,10.88,3.7,0,0.008,1.60E-04,0.005,0.004,0.005,0.123,3.10E-04,2.02E-04,5.39E-04,9.00E-07,0.03,0,3.00E-04,0.0035,6.30E-05,1.79E-04,1.50E-05,0,1.50E-05,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0.009,0.005,0.034,0,6.00E-05
TRITICALE FLR,10.01,338,13.18,1.81,1.85,73.14,14.6,0,0.035,0.00259,0.153,0.321,0.466,0.002,0.00266,5.59E-04,0.004185,0,0,3.78E-04,1.32E-04,0.00286,0.002167,4.03E-04,7.40E-05,0,7.40E-05,7.40E-05,0,0,0,0,0,0,0,0,9.00E-04,0,0,0.318,0.183,0.794,0,0
TROUT,70.96,149,21.845,6.395,1.375,0,0,0,0.049,5.40E-04,0.029,0.2695,0.449,0.054,6.00E-04,8.35E-05,8.95E-05,1.47E-05,0.0022,1.48E-04,1.06E-04,0.005668,0.0018035,3.43E-04,1.25E-05,0,1.25E-05,1.25E-05,0.065,5.37E-06,1.90E-05,0,0,0,0,0,0.00234,1.59E-05,1.00E-07,1.4285,2.171,1.653,0.064,1.88E-05
TSTR PSTRS,12.75,366,4.7,5.9,1.11,73.7,5.5,29.4,0.2,0.0036,0.012,0.076,0.118,0.357,3.80E-04,6.80E-05,3.32E-04,5.10E-06,0,3.00E-04,3.40E-04,0.004,3.40E-04,4.00E-04,8.00E-05,4.00E-05,8.00E-06,7.60E-05,0.0092,0,4.67E-04,3.00E-06,3.00E-06,3.00E-06,3.00E-06,0,9.00E-04,0,6.60E-06,1.9,1.2,1.9,0,3.00E-04
TUNA,68.09,132,26.53,2.97,1.64,0,0,0,0.011,0.00102,0.034,0.267,0.323,0.05,6.00E-04,7.10E-05,1.50E-05,6.57E-05,0,3.80E-05,1.15E-04,0.0124,3.70E-04,4.30E-04,4.00E-06,0,4.00E-06,4.00E-06,0.065,2.20E-06,1.80E-05,0,0,0,0,0,8.60E-04,2.00E-06,1.30E-06,0.792,0.784,1.109,0.039,1.80E-05
TURBOT,73.7,108.5,18.315,3.365,2.395,0,0,0,0.0205,4.10E-04,0.058,0.147,0.2715,0.171,2.50E-04,4.20E-05,1.95E-05,4.16E-05,0.0017,7.10E-05,8.85E-05,0.0024395,6.14E-04,2.26E-04,8.50E-06,0,8.50E-06,8.50E-06,0,2.37E-06,1.15E-05,0,0,0,0,0,0,0,0,0.75,0.61,0.88,0.055,1.12E-05
TURKEY,67.88,158,23.68,6.04,1.12,0,0,0,0.014,0.00107,0.024,0.1985,0.238,0.114,0.002345,8.25E-05,1.10E-05,2.82E-05,0,4.95E-05,2.10E-04,0.006685,9.20E-04,4.42E-04,7.00E-06,0,7.00E-06,8.00E-06,0.0725,1.61E-06,6.00E-06,0,0,0,0,0,9.00E-05,3.00E-07,0,1.753,2.0525,1.662,0.082,6.00E-06
TURKEY AND GRAVY,85.07,67,5.88,2.63,1.81,4.61,0,0,0.014,0.00093,0.008,0.081,0.061,0.554,7.00E-04,2.20E-05,5.00E-06,1.92E-05,0,2.40E-05,1.27E-04,0.001799,2.13E-04,1.00E-04,4.00E-06,0,4.00E-06,4.00E-06,0,2.40E-07,1.30E-05,0,0,0,0,0,0,0,0,0.85,0.97,0.47,0.018,1.26E-05
TURKEY BACON,48.145,297,22.72,21.4,5.105,3.065,0,4.24,0.1215,0.002015,0.023,0.319,0.5075,1.545,0.003625,9.30E-05,2.65E-05,2.21E-05,0,3.95E-05,3.18E-04,0.006067,8.32E-04,3.09E-04,1.25E-05,0,1.25E-05,1.50E-05,0.0879,1.54E-06,1.45E-05,0,0,0,0,0,1.25E-04,1.20E-06,0,5.7265,7.8025,5.785,0.1195,1.46E-05
TURKEY BREAST,71.1,109,21.81,3.46,2.87,2.2,0,2.21,0.009,6.30E-04,0.021,0.214,0.248,0.772,0.00133,4.10E-05,1.60E-05,2.28E-05,0,5.30E-05,1.45E-04,0.00715,3.20E-04,3.20E-04,4.00E-06,0,4.00E-06,4.00E-06,0.04825,3.20E-07,0,0,0,0,0,0,1.10E-04,1.50E-07,0,0.906,1.14,0.84,0.044,0
TURKEY FROM WHL,70.68,147,22.48,5.64,1.22,0,0,0,0.014,7.30E-04,0.025,0.214,0.242,0.206,0.00149,6.70E-05,1.10E-05,2.86E-05,0,3.80E-05,2.08E-04,0.009924,8.01E-04,6.97E-04,7.00E-06,0,7.00E-06,7.00E-06,0.054,6.70E-07,1.00E-05,0,0,0,0,0,7.00E-05,3.00E-07,0,1.593,1.971,1.585,0.069,1.05E-05
Turkey from whole,76.01,108,21.28,2.5,1.03,0.15,0,0.1,0.011,0.00104,0.025,0.176,0.226,0.124,0.00259,9.20E-05,1.40E-05,2.24E-05,0,6.20E-05,2.55E-04,0.005696,9.35E-04,4.40E-04,7.00E-06,0,7.00E-06,7.00E-06,0.0696,2.05E-06,1.30E-05,0,0,0,0,0,1.20E-04,3.00E-07,0,0.683,0.756,0.613,0.079,1.29E-05
TURKEY HAM,72,124,19.6,3.8,1.67,2.93,0,0,0.005,0.00135,0.02,0.304,0.299,1.038,0.00236,1.10E-04,0,3.70E-05,0,5.00E-05,2.50E-04,0.00353,0,2.30E-04,6.00E-06,0,6.00E-06,6.00E-06,0.0591,2.60E-07,0,0,0,0,0,0,3.90E-04,0,0,1.09,0.864,1.148,0.067,0
TURKEY POT PIE,65.7,176,6.5,8.8,1.3,17.7,1.1,0,0,0.001,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106,0,0,0,0,0,0,2.88,3.46,1.38,0.016,5.30E-04
TURKEY RST,70.4,120,17.6,2.2,3.4,6.4,0,0,0.001,0.0021,0.02,0.158,0.36,0.678,0.00191,8.80E-05,1.70E-05,2.65E-05,0,4.00E-05,1.20E-04,0.0044,7.33E-04,3.80E-04,7.00E-06,0,7.00E-06,7.00E-06,0,3.50E-07,0,0,0,0,0,0,0,0,0,0.73,0.47,0.64,0.053,0
TURKEY SAUSAGE,65.06,196,18.79,10.3,2.19,0.47,0,0,0.022,0.00149,0.021,0.177,0.262,0.665,0.00306,1.45E-04,2.40E-05,0,7.00E-04,7.70E-05,2.34E-04,0.0046,0.00102,3.22E-04,6.00E-06,0,6.00E-06,6.00E-06,0.0921,1.23E-06,1.10E-05,1.10E-05,1.10E-05,1.10E-05,1.10E-05,1.10E-05,1.30E-04,4.00E-07,0,2.266,2.99,2.541,0.075,2.25E-05
TURKEY STKS,49.4,279,14.2,16.9,2.5,17,0,0,0.014,0.0022,0.015,0.234,0.26,0.838,0.00146,7.30E-05,8.30E-05,2.07E-05,0,1.00E-04,1.80E-04,0.0021,5.33E-04,2.00E-04,2.90E-05,2.00E-05,9.00E-06,4.30E-05,0,2.30E-07,1.20E-05,0,0,0,0,0,0,0,0,4.38,6.92,4.39,0.064,1.20E-05
TURKEY THIGH,70.6,157,18.8,8.54,2.06,0,0,0,0.008,0.00151,0.017,0.171,0.241,0.437,0.00412,1.39E-04,1.50E-05,2.79E-05,0,8.30E-05,2.55E-04,0.002409,8.12E-04,2.30E-04,6.00E-06,0,6.00E-06,6.00E-06,0,2.40E-07,0,0,0,0,0,0,0,0,0,2.65,2.53,2.35,0.062,0
TURKEY&PORK SAUSAGE,50.9,307,22.7,23,2.7,0.7,0,0,0.032,0.00162,0.019,0.191,0.337,0.878,0.00317,1.48E-04,0,2.10E-05,0.0011,5.10E-04,2.50E-04,0.00422,0,3.40E-04,4.00E-06,0,4.00E-06,4.00E-06,0.0799,1.26E-06,0,0,0,0,0,0,3.90E-04,2.00E-06,5.70E-06,7.95,9.719,3.25,0.084,0
TURMERIC,12.85,312,9.68,3.25,7.08,67.14,22.7,3.21,0.168,0.055,0.208,0.299,2.08,0.027,0.0045,0.0013,0.0198,6.20E-06,7.00E-04,5.80E-05,1.50E-04,0.00135,5.42E-04,1.07E-04,2.00E-05,0,2.00E-05,2.00E-05,0.0492,0,0,0,0,0,0,0,0.00443,0,1.34E-05,1.838,0.449,0.756,0,0
TURNIP GREENS,89.67,32,1.5,0.3,1.4,7.13,3.2,0.81,0.19,0.0011,0.031,0.042,0.296,0.04,1.90E-04,3.50E-04,4.66E-04,1.20E-06,0.06,7.00E-05,1.00E-04,6.00E-04,3.80E-04,2.63E-04,1.94E-04,0,1.94E-04,1.94E-04,0,0,0,0,0.006952,0,0,0.012825,0.00286,0,2.51E-04,0.07,0.02,0.12,0,0.0034761
TURNIP GRNS,93.2,20,1.36,0.3,0.85,4.36,3.4,0.53,0.137,0.00151,0.022,0.029,0.203,0.029,2.30E-04,1.50E-04,3.37E-04,9.00E-07,0.0218,4.50E-05,7.20E-05,4.11E-04,1.40E-04,6.70E-05,7.40E-05,0,7.40E-05,7.40E-05,4.00E-04,0,0,0,0.004575,0,0,0.00844,0.00188,0,3.68E-04,0.07,0.02,0.12,0,0.0022875
